Epoch,Train Loss,Train Accuracy,Val Loss,Val Accuracy,Seed,Augmentation,Model
1,1.6243410743713378,0.3914333333333333,1.3265407156202529,0.5119333333333334,5,False,WideModel
2,1.1639678974787395,0.5745444444444444,1.145846879280938,0.5898111111111111,5,False,WideModel
3,0.993434995513492,0.6436555555555555,1.2180787639829846,0.5825888888888889,5,False,WideModel
4,0.8749796232329474,0.6890111111111111,1.0076660168117948,0.6428,5,False,WideModel
5,0.7784282793045044,0.7239333333333333,1.004007143131892,0.6564777777777778,5,False,WideModel
6,0.69382705895106,0.7553888888888889,1.0085151004367403,0.6528555555555555,5,False,WideModel
7,0.6179611655659146,0.782,0.9447211457146538,0.6859444444444445,5,False,WideModel
8,0.5516977239184909,0.8051111111111111,0.8706162144343058,0.7079222222222222,5,False,WideModel
9,0.4783148424413469,0.8311444444444445,1.051406504821777,0.6777888888888889,5,False,WideModel
10,0.4227370370864868,0.8515444444444444,1.4854762113783095,0.6254777777777778,5,False,WideModel
11,0.3718171524789598,0.8686444444444444,1.0773796012772454,0.6768888888888889,5,False,WideModel
12,0.3169109714349111,0.8889444444444444,1.1187000720659892,0.6857222222222222,5,False,WideModel
13,0.2699933933946821,0.9061111111111112,1.407160122548209,0.6531666666666667,5,False,WideModel
14,0.2324359320481618,0.9183666666666668,1.2204190871874492,0.6917222222222222,5,False,WideModel
15,0.1983157280445099,0.9310666666666668,1.3442110360569424,0.6827444444444445,5,False,WideModel
16,0.1666132971101337,0.9428555555555556,1.350171337170071,0.7000666666666666,5,False,WideModel
17,0.1454101539187961,0.9499888888888888,1.8259603354665968,0.6574,5,False,WideModel
18,0.1260170516226026,0.9566333333333332,2.44484957991706,0.6169888888888889,5,False,WideModel
19,0.1147328742014037,0.9604111111111112,1.3951936507966782,0.7015111111111111,5,False,WideModel
20,0.0907958106570773,0.9686888888888888,2.027198769463433,0.6615555555555556,5,False,WideModel
21,0.0759013724154896,0.9736111111111112,1.7501664733144973,0.6821222222222222,5,False,WideModel
22,0.0646790528416633,0.9778222222222224,1.5897771592140195,0.7066888888888889,5,False,WideModel
23,0.0611805401990811,0.9791777777777778,2.041902521387736,0.6561111111111111,5,False,WideModel
24,0.0508651445044411,0.9829555555555556,1.9731306513468423,0.6812333333333334,5,False,WideModel
25,0.0481199224286609,0.9836444444444444,2.400079072493977,0.6521555555555556,5,False,WideModel
26,0.0410305447777112,0.986,1.6872197998046874,0.7200444444444445,5,False,WideModel
27,0.0353777510828442,0.9882777777777778,1.74147713148329,0.7192444444444445,5,False,WideModel
28,0.0294759384327464,0.9902888888888888,1.8824394629160563,0.7138111111111111,5,False,WideModel
29,0.0245492162768211,0.9917111111111112,1.8769770634333292,0.7218444444444444,5,False,WideModel
30,0.0221371259477403,0.9926333333333334,1.899336846669515,0.7126444444444444,5,False,WideModel
31,0.0198587599292397,0.9931555555555556,1.8956179339938692,0.7173888888888889,5,False,WideModel
32,0.0162359637906154,0.9946777777777778,2.030276694149441,0.7244777777777778,5,False,WideModel
33,0.0149024166375398,0.9951222222222222,1.935018324385749,0.7258444444444444,5,False,WideModel
34,0.0087678763079974,0.9970666666666668,2.053646634843614,0.7279888888888889,5,False,WideModel
35,0.0066766743241912,0.9978111111111112,2.119661292446984,0.7273333333333334,5,False,WideModel
36,0.0092283522028476,0.9967666666666668,2.0344847484588624,0.7304222222222222,5,False,WideModel
37,0.0076432129789557,0.9973888888888888,2.064765772798326,0.7300222222222222,5,False,WideModel
38,0.0051724595196131,0.9982333333333332,2.0647951231638597,0.7358333333333333,5,False,WideModel
39,0.0046578609917105,0.9983444444444444,2.2079046575334336,0.7286444444444444,5,False,WideModel
40,0.0035262323998742,0.9987888888888888,2.109790586471558,0.7388333333333333,5,False,WideModel
41,0.0020263959930847,0.9993,2.1633931862513225,0.7373777777777778,5,False,WideModel
42,0.0018301513472791,0.9993333333333332,2.1679498544481066,0.7409333333333333,5,False,WideModel
43,0.0015362672236644,0.9994222222222222,2.3987538864135742,0.7263444444444445,5,False,WideModel
44,0.0016918349429551,0.9993111111111111,2.178308724000719,0.7410666666666667,5,False,WideModel
45,0.0008722614669305,0.9997,2.1937995850880943,0.7393111111111111,5,False,WideModel
46,0.0010966780634545,0.9995,2.183016763856676,0.7422444444444445,5,False,WideModel
47,0.0007717545517303,0.9997222222222222,2.210781144036187,0.7420666666666667,5,False,WideModel
48,0.0007985375157557,0.9996888888888888,2.199839565149943,0.7417333333333334,5,False,WideModel
