,Train Loss,Train Accuracy,Val Loss,Val Accuracy
1,1.825866679848565,0.3061111111111111,1.728888149134318,0.3679222222222222
2,1.5369476616753472,0.4283,1.3805133967929417,0.48846666666666666
3,1.3575878573735556,0.5022,1.4414119013256497,0.4814555555555556
4,1.2421106309254963,0.5473555555555556,1.2235595695707533,0.5671222222222222
5,1.154170944489373,0.5796444444444444,1.0419029087172613,0.6252333333333333
6,1.0892026730855306,0.6075111111111111,1.0610343323495652,0.6260111111111111
7,1.0425511382844712,0.6243,1.1709083457099068,0.6004444444444444
8,0.997588641442193,0.6415444444444445,0.9704936965624491,0.6597222222222222
9,0.9667261071946885,0.6539222222222222,0.9985275901370578,0.6520222222222222
10,0.93486488954756,0.6652111111111111,0.9646682388941447,0.6613555555555556
11,0.9078493375884162,0.6748222222222222,0.9054844987763299,0.6838777777777778
12,0.8853693560918172,0.6822444444444444,0.9188208143870036,0.6787222222222222
13,0.8622141913519965,0.6923444444444444,0.8546551671028138,0.6965555555555556
14,0.8447239777988858,0.6984111111111111,0.8614408394389682,0.7016111111111111
15,0.8221688447740343,0.7053111111111111,0.8368718342781067,0.7063777777777778
16,0.8049445960362752,0.7124444444444444,0.8313728037834167,0.7086222222222223
17,0.7854708291371664,0.7187444444444444,0.780266289944119,0.7261111111111112
18,0.7697206587261624,0.7242777777777778,0.7916101470841301,0.7245333333333334
19,0.7547104585117764,0.7297444444444444,0.7685647728178236,0.7309222222222223
20,0.7436642498652141,0.7353444444444445,0.732707189628813,0.7416333333333334
21,0.7248701995637682,0.7424555555555555,0.7432166561974419,0.7390888888888889
22,0.7111566278987461,0.7466888888888888,0.722237290986379,0.7465222222222222
23,0.6942567977587382,0.7527555555555555,0.6936098066012064,0.7566111111111111
24,0.684457213391198,0.7572444444444445,0.6990576482878791,0.7559
25,0.67233269466824,0.7597777777777778,0.6926095160696242,0.7579111111111111
26,0.6618443943871393,0.7646888888888889,0.6904329533365038,0.7584111111111111
27,0.6574316023190816,0.7666222222222222,0.6762759671741062,0.7628333333333334
28,0.6454863222016228,0.771,0.6741302105373806,0.7636
29,0.6455818083445232,0.7705666666666666,0.6703843589676751,0.7658666666666667
30,0.6399369097179837,0.7713888888888889,0.6708246270179749,0.7654
