Epoch,Train Loss,Train Accuracy,Val Loss,Val Accuracy,Seed,Augmentation,Model
1,2.3024412521362305,0.1039777777777777,2.301747776031494,0.1013333333333333,2,True,CustomCNN
2,2.24477739376492,0.1560333333333333,1.9996114997227987,0.2501333333333333,2,True,CustomCNN
3,1.9426121093961928,0.2683222222222222,1.7656724109225803,0.3187666666666666,2,True,CustomCNN
4,1.783932363128662,0.3253666666666667,1.6738586833530005,0.3624888888888889,2,True,CustomCNN
5,1.7126351411395602,0.3564666666666666,1.587613475481669,0.4000666666666667,2,True,CustomCNN
6,1.6385988336139254,0.3833555555555555,1.5478319962819418,0.4182444444444444,2,True,CustomCNN
7,1.5689330218844943,0.4112333333333333,1.4556268068737457,0.4591222222222222,2,True,CustomCNN
8,1.5079356023788453,0.4355,1.3783045188903809,0.4840666666666666,2,True,CustomCNN
9,1.4413830818812052,0.4648777777777778,1.3054563533359105,0.5163444444444445,2,True,CustomCNN
10,1.384336240302192,0.4907111111111111,1.3183528748512268,0.5220333333333333,2,True,CustomCNN
11,1.3269105816523237,0.5128666666666667,1.1793967549006144,0.5676,2,True,CustomCNN
12,1.2710605060365463,0.5332,1.1344324895858764,0.5851666666666666,2,True,CustomCNN
13,1.2236461945639716,0.5531333333333334,1.1089328034294976,0.5958111111111111,2,True,CustomCNN
14,1.181103325208028,0.5701666666666667,1.0798873575952317,0.6041333333333333,2,True,CustomCNN
15,1.1494598940319485,0.5800111111111111,1.0389865955140856,0.6238666666666667,2,True,CustomCNN
16,1.115147823884752,0.5956333333333333,1.0166194528155856,0.6305888888888889,2,True,CustomCNN
17,1.0875755602942572,0.6059888888888889,0.9864942141744826,0.6448666666666667,2,True,CustomCNN
18,1.0655337686538695,0.6136777777777778,0.9826803725348578,0.6461888888888889,2,True,CustomCNN
19,1.0351509173711142,0.6244444444444445,0.9378832537121244,0.6614777777777778,2,True,CustomCNN
20,1.0163787502924602,0.6307,0.9267508696344164,0.6657888888888889,2,True,CustomCNN
21,1.0013719379319086,0.6347777777777778,0.918298235268063,0.6689333333333334,2,True,CustomCNN
22,0.9799785383330452,0.6464,0.9098026064448886,0.6743333333333333,2,True,CustomCNN
23,0.9686602803442214,0.6488666666666667,0.8857059441460503,0.6808777777777778,2,True,CustomCNN
24,0.9499727218204076,0.6563,0.8863790059831408,0.6807111111111112,2,True,CustomCNN
25,0.938665284951528,0.6605333333333333,0.8895382270918952,0.6811666666666667,2,True,CustomCNN
26,0.9285348249223496,0.6645,0.8663613275951809,0.6893111111111111,2,True,CustomCNN
27,0.91963494026396,0.6665222222222222,0.8653797922558255,0.6896444444444444,2,True,CustomCNN
28,0.9168436056984796,0.6683888888888889,0.8633077809227837,0.6906333333333333,2,True,CustomCNN
29,0.9120153952916464,0.6709222222222222,0.8583070371309917,0.6920666666666667,2,True,CustomCNN
30,0.9113940441767374,0.6711444444444444,0.857727428732978,0.6923888888888889,2,True,CustomCNN
1,2.302559449301825,0.1030888888888888,2.301864735794068,0.1202555555555555,4,True,CustomCNN
2,2.287150776502821,0.1325,2.1858887534247504,0.2188444444444444,4,True,CustomCNN
3,2.0045974522908527,0.2498555555555555,1.80165715836419,0.3117444444444444,4,True,CustomCNN
4,1.8021994995964896,0.3191222222222222,1.7309325597551133,0.3490444444444444,4,True,CustomCNN
5,1.7056694592158,0.3592777777777777,1.607856644630432,0.3934,4,True,CustomCNN
6,1.6352673877716064,0.3852333333333333,1.484746587562561,0.4410111111111111,4,True,CustomCNN
7,1.554190274556478,0.4192555555555555,1.457185654173957,0.4523777777777777,4,True,CustomCNN
8,1.484157116232978,0.4467666666666666,1.3847771350648668,0.4830888888888889,4,True,CustomCNN
9,1.4201233728196885,0.4747222222222222,1.3149890450901456,0.5199444444444444,4,True,CustomCNN
10,1.3570628201166788,0.4993333333333333,1.2230226965798272,0.5481111111111111,4,True,CustomCNN
11,1.2978913777033487,0.5235333333333333,1.181911893855201,0.5703,4,True,CustomCNN
12,1.250652811325921,0.5425111111111112,1.1496812608295015,0.5816666666666667,4,True,CustomCNN
13,1.2117991210513646,0.5570444444444445,1.1019336920844185,0.6002,4,True,CustomCNN
14,1.1667231904983522,0.5749888888888889,1.0461230423609416,0.6207222222222222,4,True,CustomCNN
15,1.132902984491984,0.5875666666666667,1.0213265242470635,0.6303222222222222,4,True,CustomCNN
16,1.1006647661421034,0.6019,1.0161114034864638,0.6363444444444445,4,True,CustomCNN
17,1.0746733388053047,0.6100777777777778,0.98796372645696,0.6424777777777778,4,True,CustomCNN
18,1.0496772669580248,0.6214111111111111,0.9414684809260898,0.6599666666666667,4,True,CustomCNN
19,1.028124317381117,0.6262555555555556,0.9422604041841296,0.6609,4,True,CustomCNN
20,1.005898682668474,0.6360444444444444,0.9269535084406536,0.6668888888888889,4,True,CustomCNN
