,Train Loss,Train Accuracy,Val Loss,Val Accuracy
1,2.3024930039723714,0.10275555555555556,2.301830066977607,0.10868888888888889
2,2.2837214734395346,0.1305111111111111,2.132311912918091,0.21927777777777777
3,1.966176975970798,0.26526666666666665,1.8082306509017945,0.3210777777777778
4,1.781174625269572,0.3290111111111111,1.6520003478156196,0.3717666666666667
5,1.6928509757995605,0.3631333333333333,1.6130542416042752,0.39276666666666665
6,1.615118483352661,0.3962222222222222,1.5009267150878907,0.43575555555555556
7,1.533321934360928,0.42766666666666664,1.4171515137990316,0.4804
8,1.4599860798094009,0.4551777777777778,1.3296002542919583,0.5103555555555556
9,1.3840271175596448,0.4889777777777778,1.262314938990275,0.5336888888888889
10,1.3254024083031548,0.5120111111111111,1.1712238839467366,0.5687
11,1.262117726389567,0.5383666666666667,1.1559253194385104,0.5726111111111111
12,1.224176125717163,0.5534444444444444,1.1069144422531128,0.5987555555555556
13,1.1813120591693453,0.5700666666666667,1.0559157307942708,0.6146333333333334
14,1.1476229029549492,0.5820666666666666,1.0278607947985332,0.6271111111111111
15,1.1140253902011448,0.5960777777777778,1.022048146671719,0.6288888888888889
16,1.080766889360216,0.6070444444444445,0.9707226877848307,0.6489888888888888
17,1.055179724650913,0.6176777777777778,0.9747758694966634,0.6487777777777778
18,1.030287035200331,0.6262111111111112,0.9534530952135721,0.6542333333333333
19,1.0101654326121012,0.6341111111111111,0.932846394305759,0.6645333333333333
20,0.983525296359592,0.6430222222222223,0.910287317668067,0.6711
21,0.9686541212081909,0.6495444444444445,0.897568438413408,0.6773777777777777
22,0.9516936099476284,0.6564333333333333,0.8783833701345656,0.6841111111111111
23,0.9387598720020718,0.6618333333333334,0.8870800385263231,0.6840111111111111
24,0.9253691202375623,0.6663111111111111,0.87561331231859,0.6881444444444444
25,0.9088972667270236,0.6719888888888889,0.8734166639433967,0.6893777777777778
26,0.8987316386116876,0.6755777777777778,0.8605267260339525,0.6918444444444445
27,0.8908055928124322,0.6792666666666667,0.8532637325498793,0.6957777777777778
28,0.8844972851859199,0.6808555555555555,0.8486652033276028,0.6973
29,0.8823547036488851,0.6816444444444445,0.8491996313201057,0.6983444444444444
30,0.8808499069001939,0.6826444444444445,0.8441334809727139,0.6990333333333333
