Epoch,Train Loss,Train Accuracy,Val Loss,Val Accuracy,Seed,Augmentation,Model
1,1.3090538072480096,0.5381222222222222,0.8016228193706937,0.7193555555555555,2,True,PretrainedResNet
2,0.7839800713009304,0.7218333333333333,0.5622866466098362,0.7996777777777778,2,True,PretrainedResNet
3,0.6722160657246907,0.7616333333333334,0.5043149515575833,0.8198,2,True,PretrainedResNet
4,0.6140515129407247,0.7821444444444444,0.4786553921275668,0.8289555555555556,2,True,PretrainedResNet
5,0.5727537629657321,0.7960777777777778,0.4495579831441244,0.8396555555555556,2,True,PretrainedResNet
6,0.5489763632244534,0.8050555555555555,0.4315978984091017,0.8464222222222222,2,True,PretrainedResNet
7,0.5199128169907464,0.8152444444444444,0.4158289720482296,0.8515777777777778,2,True,PretrainedResNet
8,0.5044257048394944,0.8198,0.4073174712869856,0.8552333333333333,2,True,PretrainedResNet
9,0.4869029980765448,0.8264333333333334,0.4019729288419087,0.8567666666666667,2,True,PretrainedResNet
10,0.4756723260508643,0.8322888888888889,0.4008584888882107,0.8573333333333333,2,True,PretrainedResNet
11,0.4653984735488891,0.8343888888888888,0.3918449420611063,0.8603888888888889,2,True,PretrainedResNet
12,0.4567241732332441,0.8385333333333334,0.3847292868508233,0.8636666666666667,2,True,PretrainedResNet
13,0.4491351196659935,0.8408555555555556,0.3817401020420922,0.8647777777777778,2,True,PretrainedResNet
14,0.4443510459740956,0.8424666666666667,0.3798818962785932,0.8656888888888888,2,True,PretrainedResNet
15,0.4353643076896668,0.845,0.3765307736396789,0.8672666666666666,2,True,PretrainedResNet
16,0.4332735450108846,0.8463444444444445,0.3773328240977393,0.8665333333333334,2,True,PretrainedResNet
17,0.43162334968249,0.8465,0.374554393143124,0.8675333333333334,2,True,PretrainedResNet
18,0.4297418771478865,0.8468777777777777,0.3737945886082119,0.8680111111111111,2,True,PretrainedResNet
19,0.4294500656922658,0.8478,0.3745328121238284,0.868,2,True,PretrainedResNet
20,0.4282420113881429,0.8475,0.3756145087930891,0.8674333333333333,2,True,PretrainedResNet
1,1.278967255507575,0.5546555555555556,0.7113130690574646,0.7501222222222222,1,True,PretrainedResNet
2,0.7730384214613173,0.7267777777777777,0.5705533222198487,0.7974555555555556,1,True,PretrainedResNet
3,0.6650631675826179,0.7643222222222222,0.5072142059750027,0.8178444444444445,1,True,PretrainedResNet
4,0.6085836782667372,0.7836888888888889,0.4664221552001105,0.8325555555555556,1,True,PretrainedResNet
5,0.5713559027036031,0.7967666666666666,0.4466045146942138,0.8408,1,True,PretrainedResNet
6,0.5423614757008023,0.8079888888888889,0.4275657256974114,0.8478888888888889,1,True,PretrainedResNet
7,0.5175830858018663,0.8160555555555555,0.421097359000312,0.8497,1,True,PretrainedResNet
8,0.4994395188437567,0.8226888888888889,0.4035901722590128,0.8564666666666667,1,True,PretrainedResNet
9,0.4843781757089827,0.8273555555555555,0.3995748744010925,0.8582888888888889,1,True,PretrainedResNet
10,0.4725795206917657,0.8319222222222222,0.3923268170674642,0.8609777777777777,1,True,PretrainedResNet
11,0.4620109595404731,0.8344222222222222,0.3856543365372551,0.8628333333333333,1,True,PretrainedResNet
12,0.4516141432762146,0.8401333333333333,0.3838036277188195,0.8645777777777778,1,True,PretrainedResNet
13,0.4458131278885735,0.8419888888888889,0.3780410523043738,0.8661777777777778,1,True,PretrainedResNet
14,0.4412937916172875,0.8429555555555556,0.3755965982119242,0.8676888888888888,1,True,PretrainedResNet
15,0.4371032419840495,0.8450333333333333,0.3742435217539469,0.8682666666666666,1,True,PretrainedResNet
16,0.4326738255606757,0.8462,0.3736944100591871,0.8682555555555556,1,True,PretrainedResNet
17,0.429562978055742,0.8470222222222222,0.3724504649586148,0.8693555555555555,1,True,PretrainedResNet
18,0.4302968198670281,0.8477333333333333,0.3700408657921685,0.8696444444444444,1,True,PretrainedResNet
19,0.4270498525354597,0.8486777777777778,0.3728995960129632,0.8689111111111111,1,True,PretrainedResNet
20,0.4258709406216939,0.8490222222222222,0.3724109614266289,0.8687222222222222,1,True,PretrainedResNet
1,1.278936057196723,0.5526777777777778,0.7165546591546801,0.7484666666666666,5,True,PretrainedResNet
2,0.7724996490160624,0.7276,0.5678293112436931,0.7980111111111111,5,True,PretrainedResNet
3,0.6634447139316135,0.7657444444444444,0.5034035481664869,0.8204222222222223,5,True,PretrainedResNet
4,0.6072936233520507,0.7848333333333334,0.4704575234201219,0.8310222222222222,5,True,PretrainedResNet
5,0.571140131743749,0.7976444444444445,0.4418192564646403,0.8424111111111111,5,True,PretrainedResNet
6,0.5416626059426202,0.8081,0.4307474719047546,0.8457777777777777,5,True,PretrainedResNet
7,0.5205760107517242,0.8146888888888889,0.4216337564256456,0.8490888888888889,5,True,PretrainedResNet
8,0.5001501733673943,0.8227222222222222,0.4124811236699422,0.8532111111111111,5,True,PretrainedResNet
9,0.4832166169166565,0.8271222222222222,0.4003339059193929,0.8573444444444445,5,True,PretrainedResNet
10,0.4723938056786855,0.8321444444444445,0.3916115695794423,0.8608444444444444,5,True,PretrainedResNet
11,0.4620225929260254,0.836,0.3905039228757223,0.8611444444444445,5,True,PretrainedResNet
12,0.4559408408959706,0.8384444444444444,0.3805199429776933,0.8648,5,True,PretrainedResNet
13,0.4468885086907281,0.8413555555555555,0.3771926334646013,0.8659222222222223,5,True,PretrainedResNet
14,0.439469913816452,0.8437222222222223,0.376276332145267,0.8672333333333333,5,True,PretrainedResNet
15,0.4360366601943969,0.8442444444444445,0.3740956708484226,0.8671444444444445,5,True,PretrainedResNet
