Epoch,Train Loss,Train Accuracy,Val Loss,Val Accuracy,Seed,Augmentation,Model
1,0.98849459350374,0.6476111111111111,0.7414340362972683,0.7383222222222222,1,False,PretrainedAlexNet
2,0.7250216846783956,0.7417777777777778,0.6490817420535617,0.7698555555555555,1,False,PretrainedAlexNet
3,0.6458635652118259,0.7691555555555556,0.6073954908265008,0.7828777777777778,1,False,PretrainedAlexNet
4,0.6035209055158827,0.7824,0.5844050063663059,0.7907,1,False,PretrainedAlexNet
5,0.5618027446111044,0.7984222222222223,0.596480443488227,0.7864555555555556,1,False,PretrainedAlexNet
6,0.5326996600521935,0.8082444444444444,0.5679412042617797,0.7961555555555555,1,False,PretrainedAlexNet
7,0.5059028753386603,0.8166111111111111,0.5465459739367167,0.8047111111111112,1,False,PretrainedAlexNet
8,0.4776221326298184,0.8279444444444445,0.5424121999952528,0.8061222222222222,1,False,PretrainedAlexNet
9,0.4593851429833306,0.8335888888888889,0.5451659475432502,0.8041555555555555,1,False,PretrainedAlexNet
10,0.435386871099472,0.8417,0.5285722702768114,0.8122555555555555,1,False,PretrainedAlexNet
11,0.4179554301791721,0.8494111111111111,0.5155508052508037,0.8169,1,False,PretrainedAlexNet
12,0.3990116236156887,0.8544666666666667,0.5228210590786404,0.8151444444444444,1,False,PretrainedAlexNet
13,0.3806709702120887,0.8618555555555556,0.5181500182363722,0.8173222222222222,1,False,PretrainedAlexNet
14,0.367590091641744,0.8647555555555556,0.5187046007050409,0.8173555555555555,1,False,PretrainedAlexNet
15,0.3497372205734252,0.8726666666666667,0.5179670525444878,0.8203777777777778,1,False,PretrainedAlexNet
16,0.3380908779939016,0.8766888888888889,0.5144048215442234,0.8212555555555555,1,False,PretrainedAlexNet
17,0.3245164583418104,0.8815777777777778,0.5100768069903056,0.8238555555555556,1,False,PretrainedAlexNet
18,0.3101683204491933,0.8866888888888889,0.522606578318278,0.8222444444444444,1,False,PretrainedAlexNet
19,0.3026656936327616,0.8905888888888889,0.5124172643873427,0.8236444444444444,1,False,PretrainedAlexNet
20,0.2938683170901404,0.8938444444444444,0.5098505947007074,0.8255666666666667,1,False,PretrainedAlexNet
21,0.2854136589739057,0.8964222222222222,0.5153951669587029,0.8266222222222223,1,False,PretrainedAlexNet
22,0.2783492201222314,0.8989666666666667,0.5169671304808723,0.8261777777777778,1,False,PretrainedAlexNet
23,0.2742514035277896,0.9013666666666666,0.5144965239736768,0.8264888888888889,1,False,PretrainedAlexNet
24,0.2663048670344882,0.9031777777777776,0.5155519628630744,0.8268888888888889,1,False,PretrainedAlexNet
25,0.2627769368595547,0.9050111111111112,0.5135041930516561,0.8278444444444445,1,False,PretrainedAlexNet
26,0.258198033396403,0.9066666666666666,0.5148739590115017,0.8286777777777777,1,False,PretrainedAlexNet
27,0.2559664990769492,0.9078555555555556,0.5124719817055596,0.8290666666666666,1,False,PretrainedAlexNet
28,0.2543855814562903,0.9077111111111112,0.5145029157532586,0.8290555555555555,1,False,PretrainedAlexNet
29,0.2496726006825765,0.9092777777777776,0.5138581170611911,0.8286444444444444,1,False,PretrainedAlexNet
30,0.2529373158560858,0.9081888888888888,0.5136313591533237,0.8289666666666666,1,False,PretrainedAlexNet
1,0.9761562426990932,0.6544444444444445,0.7288154780069988,0.7403,3,False,PretrainedAlexNet
2,0.7214409120347764,0.7424777777777778,0.6589641182369657,0.7647444444444444,3,False,PretrainedAlexNet
3,0.648086535665724,0.7676777777777778,0.6041790498945449,0.7836777777777778,3,False,PretrainedAlexNet
4,0.605007014242808,0.7837111111111111,0.5981742618136936,0.7858555555555555,3,False,PretrainedAlexNet
5,0.5641892645517985,0.7973666666666667,0.574620421579149,0.7958,3,False,PretrainedAlexNet
6,0.5326493826919132,0.8089111111111111,0.5586919895807902,0.7998222222222222,3,False,PretrainedAlexNet
7,0.502879825952318,0.8187,0.553183799235026,0.8028777777777778,3,False,PretrainedAlexNet
8,0.4759919593440161,0.8283,0.5715798609309727,0.7984333333333333,3,False,PretrainedAlexNet
9,0.4594211877610948,0.8341888888888889,0.5277364598062303,0.8116777777777778,3,False,PretrainedAlexNet
10,0.435270401790407,0.8427888888888889,0.5480987746132745,0.8059888888888889,3,False,PretrainedAlexNet
11,0.414333577881919,0.8493777777777778,0.5235728718651665,0.8140555555555555,3,False,PretrainedAlexNet
12,0.3988336197217305,0.8554222222222222,0.5439758676317002,0.8095222222222223,3,False,PretrainedAlexNet
13,0.380193999226888,0.8617555555555556,0.5277365818023682,0.8165666666666667,3,False,PretrainedAlexNet
14,0.3659919442335764,0.8671555555555556,0.5165399911456638,0.8212444444444444,3,False,PretrainedAlexNet
15,0.3499909251266055,0.8727222222222222,0.5234150009420183,0.8183555555555555,3,False,PretrainedAlexNet
16,0.3386550601270464,0.8758444444444444,0.5143551534493764,0.8210888888888889,3,False,PretrainedAlexNet
17,0.3271494768778483,0.8811222222222223,0.5175713313526578,0.8223888888888888,3,False,PretrainedAlexNet
18,0.3127099982261658,0.8855555555555555,0.5183856005986531,0.8234333333333334,3,False,PretrainedAlexNet
19,0.3057576690144009,0.8892888888888889,0.5159137078815036,0.8241222222222222,3,False,PretrainedAlexNet
20,0.2953550808058844,0.8932444444444444,0.5151612960603502,0.8254888888888889,3,False,PretrainedAlexNet
21,0.2865522631115383,0.8958222222222222,0.5145651304615868,0.8253333333333334,3,False,PretrainedAlexNet
22,0.2799069231881035,0.8984333333333333,0.5155333520677354,0.8268,3,False,PretrainedAlexNet
