,Train Loss,Train Accuracy,Val Loss,Val Accuracy
1,1.3751324274275039,0.5079666666666667,0.8299705522007412,0.7038777777777778
2,1.0933567765341865,0.6089444444444444,0.7241386066436768,0.7431555555555556
3,1.0163752943250868,0.6358888888888888,0.6857061907026503,0.756
4,0.9700350422753228,0.6514333333333333,0.6671865134980943,0.7619333333333334
5,0.9316077236387464,0.6651,0.636581636651357,0.7728111111111111
6,0.9058591179423862,0.6747555555555556,0.6198009285608927,0.7794
7,0.8879426013416715,0.6803222222222223,0.6177203506893582,0.7790555555555555
8,0.8596507158173455,0.6911333333333334,0.6024897866778903,0.7851777777777778
9,0.8492779881689284,0.6954333333333333,0.5908685518158807,0.7901444444444444
10,0.8319492214520773,0.7017666666666666,0.5945734776126014,0.7864888888888889
11,0.8144750712606642,0.7094,0.5753060799810622,0.7935444444444445
12,0.8039561720106336,0.7127555555555556,0.5681875790066189,0.7962555555555556
13,0.789345727496677,0.7153222222222222,0.5575125327110291,0.8011777777777778
14,0.7815867733001709,0.7191555555555555,0.5541488723225064,0.8011666666666667
15,0.766990781794654,0.7263111111111111,0.5581215001212226,0.8002222222222222
16,0.76016080654992,0.7279888888888889,0.5457092478222317,0.8045888888888889
17,0.7469361827320523,0.7313777777777778,0.5442625749693977,0.8056444444444445
18,0.7408060024367439,0.7343888888888889,0.5390727342923483,0.8077777777777778
19,0.7314341369946797,0.7373,0.5372441308763292,0.8074444444444444
20,0.7255316214349535,0.7414333333333334,0.5365789529270596,0.8073777777777777
21,0.720783729256524,0.7409333333333333,0.5296044450336033,0.8113333333333334
22,0.7139356276406182,0.7436,0.5281326122177972,0.8109333333333333
23,0.7110455678515964,0.7452888888888889,0.5258285897996691,0.8115666666666667
24,0.7052326195293003,0.7464,0.527081869676378,0.8118777777777778
25,0.7048661936865912,0.7465888888888889,0.5226308266533746,0.8135666666666667
26,0.6962396335283915,0.7498444444444444,0.5196700808313158,0.8143555555555556
27,0.6952875720236037,0.7498666666666667,0.5215765568733215,0.8139666666666666
28,0.6949209501584371,0.7505333333333334,0.5206221531126234,0.8142555555555555
29,0.6949406671100192,0.7501222222222222,0.5203352326816982,0.8144222222222223
30,0.6931881609598796,0.7514444444444445,0.5197461110962762,0.8146333333333333
