,Train Loss,Train Accuracy,Val Loss,Val Accuracy
1,1.6019263815138076,0.39337777777777777,1.4032800915824042,0.48164444444444443
2,1.2297489275190565,0.5489,1.2302823134740193,0.5515
3,1.0717181200027466,0.6102222222222222,1.1467311080296834,0.5844111111111111
4,0.9644077926635742,0.6516777777777778,1.1502752244525485,0.5930666666666666
5,0.8843024006737603,0.6809555555555555,1.0917276152133941,0.6051333333333333
6,0.8223541085773044,0.7037,0.9238927433861627,0.6691111111111111
7,0.7762060860421922,0.7223777777777778,1.019675085873074,0.6426222222222222
8,0.7309938189824422,0.7386777777777778,0.9670021858215332,0.6606222222222222
9,0.6933246906386481,0.7520333333333333,0.9944174348513285,0.6514555555555556
10,0.6543456243620979,0.7660222222222223,0.9338518576304118,0.6791666666666667
11,0.6183675000190735,0.7786,0.9833853809780545,0.6727333333333333
12,0.5798497237735324,0.7922333333333333,0.9107998854319255,0.6918777777777778
13,0.5447611550119188,0.8043555555555556,1.0552563778559367,0.6647333333333333
14,0.5062194799529182,0.8178666666666666,0.9759856350792779,0.6873111111111111
15,0.47018322769800824,0.83,1.0432560979631211,0.6739444444444445
16,0.4321699896918403,0.8450333333333333,1.107683207850986,0.6740666666666667
17,0.38772473118570117,0.8609333333333333,1.1173042710039351,0.6674222222222223
18,0.3412186455885569,0.8785555555555555,1.2141127007484436,0.6630222222222222
19,0.30515901776419746,0.8902222222222222,1.158402579752604,0.6862666666666667
20,0.2554388804223802,0.9111555555555556,1.2414744786580403,0.6769555555555555
21,0.2036490851720174,0.9306555555555556,1.2762977353837754,0.6829666666666667
22,0.15623736214637757,0.9493222222222222,1.3151596473269993,0.6912222222222222
23,0.11446076403723823,0.9653222222222222,1.3910158447265626,0.6895555555555556
24,0.07992072606484095,0.9800666666666666,1.457300318728553,0.6870777777777778
25,0.056995185853375326,0.9890333333333333,1.4866166591856216,0.6911222222222222
26,0.04229625634087457,0.9943555555555555,1.5146201854070027,0.6900111111111111
27,0.03430532665352026,0.9965,1.5350246036105686,0.6906222222222222
28,0.03028628538383378,0.9974777777777778,1.5551128450817533,0.6903888888888889
29,0.02780532601541943,0.9981333333333333,1.564807114262051,0.6906888888888889
30,0.026926528732975324,0.9982666666666666,1.5595814062330458,0.6904666666666667
